source_row,product_code,product_name,brand,category_name,unit,mrp,selling_price,cost_price,margin_percentage,stock_quantity,source_hsn_code,source_gst_percent,source_alias_name,source_generic_name,source_sub_category,source_created_date
89,LEGACY-XLS-25907,ENSURE PLUS HMB VANILLA PET JAR 400GM PWD,ABBOTT HEALTH CARE PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,872.03,872.03,697.63,20.00,4.00,21069091,5.00,ENSURE PLUS VANILLA HMB PET JAR 400gm Pwd,,ENSURE(TAG),01/12/2022
90,LEGACY-XLS-25908,ENSURE HMB CHOCOLATE 400GM PWD,ABBOTT HEALTH CARE PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,840.00,840.00,597.97,28.81,0.00,21069091,5.00,ENSURE CHOCOLATE HMB 400gm Pwd,,ENSURE(TAG),01/12/2022
91,LEGACY-XLS-25928,BONNISAN 30ML DRP,HIMALAYA DRUG COMPANY,VITAMINS & SUPPLEMENTS-HW,1 pack,75.00,75.00,51.57,31.24,9.00,30049011,5.00,BONNISAN 30ml Drp,,HIMALAYA(TAG),01/12/2022
92,LEGACY-XLS-25977,ONE TOUCH VERIO STRIP 50S,LIFESCAN MEDICAL DEVICES INDIA PVT LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,1167.00,1167.00,975.09,16.44,2.00,38220019,5.00,ONE TOUCH VERIO STRIP 50s,,ONETOUCH(TAG),01/12/2022
93,LEGACY-XLS-25978,ONE TOUCH VERIO STRIP 25S,LIFESCAN MEDICAL DEVICES INDIA PVT LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,699.00,699.00,583.58,16.51,3.00,38220019,5.00,ONE TOUCH VERIO STRIP 25s,,ONETOUCH(TAG),01/12/2022
94,LEGACY-XLS-25979,ONE TOUCH VERIO STRIP 10S,LIFESCAN MEDICAL DEVICES INDIA PVT LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,395.00,395.00,309.36,21.68,4.00,38220019,5.00,ONE TOUCH VERIO STRIP 10s,,ONETOUCH(TAG),01/12/2022
95,LEGACY-XLS-26001,HEALTH MIX 1KGM GRANULES,LEAF N RELIEF,VITAMINS & SUPPLEMENTS-HW,1 pack,240.00,240.00,189.96,20.85,5.00,21069099,5.00,HEALTH MIX LEAF N RELIEF 1Kg Pwd,,OTC,01/12/2022
96,LEGACY-XLS-26011,STETHOSCOPE EL 160-ELKO,ELKO SURGICAL AND ALLIED PRODUCTS LLP,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,780.00,780.00,376.53,51.73,0.00,90189022,5.00,STETHOSCOPE EL-160-Elko,,ELKO(TAG),01/12/2022
97,LEGACY-XLS-26123,DIGITAL BP MONITOR-ELKO,ELKO SURGICAL AND ALLIED PRODUCTS LLP,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,1730.00,1730.00,1200.00,30.64,0.00,90189011,5.00,DIGITAL PB MONITOR- Elko,,ELKO(TAG),01/12/2022
98,LEGACY-XLS-26195,LACTARE ELACHI 250GM GRANULES,TTK HEALTHCARE LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,487.50,487.50,371.43,23.81,14.00,30049011,5.00,LACTARE GRANULES ELACHI 250gm Pwd,,OTX,01/12/2022
99,LEGACY-XLS-26288,ENSURE DIABETES CARE VANILLA 200GM PWD,ABBOTT HEALTH CARE PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,535.00,535.00,448.38,16.19,5.00,21069091,5.00,ENSURE DIABETES CARE VANILLA DELIGHT 200gm Pwd,,ENSURE(TAG),01/12/2022
100,LEGACY-XLS-26299,ENSURE HMB CHOCOLATE 200GM PWD,ABBOTT HEALTH CARE PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,405.00,405.00,339.43,16.19,5.00,21069091,5.00,ENSURE CHOCOLATE HMB 200gm Pwd,,ENSURE(TAG),01/12/2022
101,LEGACY-XLS-26326,BLOOD GLUCOSE SOFTCLIX LANCETS 25S-ACCU CHECK,ROCHE DIABETES CARE INDIA PVT LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,125.00,125.00,92.98,25.62,4.00,90279090,18.00,ACCU CHECK Softclix Lancets 25s,,ACCU CHECK(TAG),01/12/2022
102,LEGACY-XLS-26327,BLOOD GLUCOSE INSTANT TEST STRIP 50S-ACCU CHECK,ROCHE DIABETES CARE INDIA PVT LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,1115.00,1115.00,896.95,19.56,1.00,38220019,5.00,ACCU CHECK INSTANT TEST STRIP 50s,,ACCU CHECK(TAG),01/12/2022
103,LEGACY-XLS-26445,FINGER PULSE OXIMETER-ROMSONS,ROMSONS GROUP PVT LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,1725.00,1725.00,825.00,52.17,0.00,90189099,5.00,FINGER PULSE OXIMETER-Romsons,,OTC,01/12/2022
104,LEGACY-XLS-26593,ENSURE HMB VANILLA PET JAR 400GM PWD,ABBOTT HEALTH CARE PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,835.00,835.00,594.41,28.81,0.00,21069091,5.00,ENSURE VANILLA HMB PET JAR 400gm Pwd,,ENSURE(TAG),01/12/2022
105,LEGACY-XLS-26624,ZEROSTAT VT SPACER DEVICE,CIPLA LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,528.26,528.26,377.33,28.57,3.00,90192090,5.00,ZEROSTAT VT SPACER-Device,,OTX,01/12/2022
106,LEGACY-XLS-26639,MACHALER DPI DEVICE,MACLEODS PHARMACEUTICALS PVT LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,220.31,220.31,167.86,23.81,0.00,90192010,5.00,MACHALER DPI DEVICE,,OTX,01/12/2022
107,LEGACY-XLS-26769,ENSURE DIABETES CARE VANILLA 375GM PWD,ABBOTT HEALTH CARE PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,930.00,930.00,779.43,16.19,6.00,21069091,5.00,ENSURE DIABETES CARE VANILLA 375gm pwd,,ENSURE(TAG),01/12/2022
108,LEGACY-XLS-26938,SUGAR LITE STEVIA 500GM PWD,ZYDUS WELLNESS PRODUCT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,79.00,79.00,68.00,13.92,0.00,21069091,5.00,SUGARLITE STEVIA 500 gm,,OTX,01/12/2022
109,LEGACY-XLS-26941,B PROTIN NUTRITIONAL CHOCOLATE DF 200GM PWD,BRITISH BIOLOGICALS,VITAMINS & SUPPLEMENTS-HW,1 pack,390.00,390.00,264.42,32.20,12.00,19019010,5.00,B PROTIN NUTRITIONAL CHOOCLATE DF 200gm Pwd,,BRITISH BIOLOGICALS(TAG),01/12/2022
110,LEGACY-XLS-26942,B PROTIN NUTRITIONAL MANGO FLAVOUR 200GM PWD,BRITISH BIOLOGICALS,VITAMINS & SUPPLEMENTS-HW,1 pack,305.00,305.00,206.79,32.20,58.00,19019010,5.00,B PROTIN NUTRITIONAL MANGO FLAVOUR 200gm Pwd,,BRITISH BIOLOGICALS(TAG),01/12/2022
111,LEGACY-XLS-26943,HORLICKS DIABETES PLUS VANILLA PET JAR 400GM PWD,HINDUSTAN UNILEVER LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,790.00,790.00,600.72,23.96,0.00,21069099,5.00,HORLICKS DIABETES PLUS VANILLA PET JAR 400gm,,HORLICKS(TAG),01/12/2022
112,LEGACY-XLS-26944,HORLICKS PROTEIN PLUS VANILLA PET JAR 400GM PWD,HINDUSTAN UNILEVER LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,675.00,675.00,540.00,20.00,2.00,21069099,5.00,HORLICKS PROTEIN PLUS VANILLA PET JAR 400gm,,HORLICKS(TAG),01/12/2022
113,LEGACY-XLS-26945,MOTHERS PLUS HORLICKS 500GM PWD,HINDUSTAN UNILEVER LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,579.00,579.00,510.58,11.82,2.00,19019090,5.00,MOTHERS PLUS HORLICKS 500gm Pwd,,HORLICKS(TAG),01/12/2022
114,LEGACY-XLS-27010,BLOOD GLUCOMETER TEST STRIP 2X50S-ACCU CHECK ACTIVE,ROCHE DIABETES CARE INDIA PVT LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,1966.88,1966.88,1638.88,16.68,2.00,38220019,5.00,ACCU CHECK ACTIVE TEST STRIP 2x50s,,ACCU CHECK(TAG),01/12/2022
115,LEGACY-XLS-27098,BLOOD LANCETS-CONTROL D,HAIDEN TECHNOLOGY PVT LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,100 pack,400.00,400.00,303.59,24.10,0.00,90189099,5.00,BLOOD LANCETS 100s-Control D,,OTX,01/12/2022
116,LEGACY-XLS-27225,QUICOBAL ORALLY DISINTEGRATING STRIP 1S,EISAI PHARMACEUTICALS INDIA PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,21.50,21.50,15.36,28.56,10.00,30045034,5.00,QUICOBAL ORALLY DISINTEGRATING STRIP 1s,METHYLCOBALAMIN,OTX,01/12/2022
117,LEGACY-XLS-27232,ONE TOUCH ULTRASOFT LANCETS 25S,LIFESCAN MEDICAL DEVICES INDIA PVT LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,175.00,175.00,142.04,18.83,1.00,38220019,5.00,ONE TOUCH ULTRASOFT LANCETS 25s,,ONETOUCH(TAG),01/12/2022
118,LEGACY-XLS-27518,BLOOD PRESSURE MONITOR BP 15-DR MOREPEN,MOREPEN LABORATORIES LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,1470.00,1470.00,825.00,43.88,0.00,90192090,5.00,BLOOD PRESSURE MONITOR BP 15-Dr Morepen,,MOREPEN(TAG),01/12/2022
119,LEGACY-XLS-27519,STETHOSCOPE KONIKA-DX SRISHTI,,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,349.00,349.00,210.00,39.83,0.00,90189022,5.00,STETHOSCOPE KONIKA DX-SRISHTI,,OTC,01/12/2022
120,LEGACY-XLS-27656,CLINICAL THERMOMETER-ENBEE,HANIMAX THERMOMETER SOLAN,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,255.00,255.00,129.00,49.41,7.00,90251910,5.00,CLINICAL THERMOMETER-ENBEE,,OTX,01/12/2022
121,LEGACY-XLS-27657,WEIGHING SCALE-KRUPS,,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,2600.00,2600.00,1309.20,49.65,0.00,300449,5.00,WEIGHING SCALE-KRUPS,,OTC,01/12/2022
122,LEGACY-XLS-27659,FINGER PULSE OXIMETER-BEURER,,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,2300.00,2300.00,1403.00,39.00,5.00,90189099,5.00,FINGER PULSE OXIMETER-BEURER,,OTX,01/12/2022
123,LEGACY-XLS-27720,PEGFIBER GRANULES 154.81GM,SUN PHARMACEUTICAL INDUSTRIES LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,328.00,328.00,249.90,23.81,4.00,30049099,5.00,PEGFIBER 154.81gm GRANULES,POLYETHYLENE GLYCOL,OTX,01/12/2022
124,LEGACY-XLS-27754,WEIGHING SCALE-SAMSO,DOCBEL SCALES,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,1115.00,1115.00,737.50,33.86,0.00,300449,5.00,WEIGHING SCALE- Samso,,OTC,01/12/2022
125,LEGACY-XLS-27873,PROTINEX ORIGINAL 250GM PWD,NUTRICIA INTERNATIONAL PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,449.00,449.00,333.78,25.66,0.00,19019090,18.00,PROTINEX ORGINAL 250gm Pwd,,PROTINEX(TAG),01/12/2022
126,LEGACY-XLS-27904,COMPLAN NUTRIGRO CREAMY VANILLA 200GM PWD,ZYDUS HEALTHCARE LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,325.00,325.00,232.15,28.57,3.00,30049099,5.00,COMPLAN NUTRIGRO CREAMY VANILLA 200gm Pwd,,COMPLAN(TAG),01/12/2022
127,LEGACY-XLS-28144,CHYAVANPRAASHAM 500GM PWD-NAGARJUNA,NAGARJUNA HERBAL CONCENTRATES LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,265.00,265.00,201.90,23.81,2.00,30049011,5.00,NAGARJUNA CHYAVANPRAASHAM 500g,,OTX,01/12/2022
128,LEGACY-XLS-28184,PEDIASURE 7+ CHOCOLATE 400GM PWD,ABBOTT HEALTH CARE PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,615.00,615.00,474.28,22.88,6.00,19019090,18.00,PEDIASURE 7+ CHOCOLATE 400gm Pwd,,PEDIASURE(TAG),01/12/2022
129,LEGACY-XLS-28447,ONETOUCH ULTRA TEST STRIP 10S,LIFESCAN MEDICAL DEVICES INDIA PVT LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,431.25,431.25,373.38,13.42,0.00,38220019,5.00,ONETOUCH ULTRA TEST STRIP 10s,,ONETOUCH(TAG),01/12/2022
130,LEGACY-XLS-28503,ELECTRONIC WEIGHING SCALE-EAGLE,,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,1999.00,1999.00,1298.00,35.07,0.00,300449,5.00,ELECTRONIC WEIGHING SCALE-EAGLE,,OTC,01/12/2022
131,LEGACY-XLS-28551,WEIGHING SCALE PWS-KRUPS,,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,1830.00,1830.00,1131.00,38.20,0.00,84231000,5.00,WEIGHING SCALE PWS - KRUPS,,OTC,01/12/2022
132,LEGACY-XLS-28562,LACTORICH VANILLA 200GM GRANULES,AKESISS PHARMA PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,325.00,325.00,220.34,32.20,3.00,210690,5.00,LACTORICH VANILLA 200gm Granules,,OTX,01/12/2022
133,LEGACY-XLS-28569,MAAPRO SR VANILLA 200GM PWD,ZEDAWN LIFE SCIENCES PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,320.00,320.00,238.10,25.59,3.00,21069099,5.00,MAAPRO SR VANILLA 200gm Pwr,,OTX,01/12/2022
134,LEGACY-XLS-28573,MAAPRO FN VANILLA 200GM PWD,ZEDAWN LIFE SCIENCES PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,420.00,420.00,296.61,29.38,2.00,21069099,5.00,MAAPRO FN VANILLA 200gm Pwr,,OTX,01/12/2022
135,LEGACY-XLS-28600,WOMENS PLUS HORLICKS 400GM PET JAR,HINDUSTAN UNILEVER LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,355.00,355.00,278.56,21.53,0.00,19019090,5.00,WOMENS PLUS HORLICKS 400gm PET JAR,,HORLICKS(TAG),01/12/2022
136,LEGACY-XLS-28952,ONE TOUCH ULTRA STRIP 50S,LIFESCAN MEDICAL DEVICES INDIA PVT LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,1445.00,1445.00,1172.89,18.83,0.00,38220019,5.00,ONE TOUCH ULTRA STRIP 50s,,ONETOUCH(TAG),01/12/2022
137,LEGACY-XLS-29092,PEDIASURE 7+ CHOCOLATE 200GM PWD,ABBOTT HEALTH CARE PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,350.00,350.00,269.92,22.88,3.00,19019090,18.00,PEDIASURE 7+ CHOCOLATE 200gm Pwd,,PEDIASURE(TAG),01/12/2022
138,LEGACY-XLS-29093,PEDIASURE 7+ VANILLA 400GM PWD,ABBOTT HEALTH CARE PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,547.25,547.25,474.28,13.33,6.00,19019090,5.00,PEDIASURE 7+ VANILLA 400gm Pwd,,PEDIASURE(TAG),01/12/2022
139,LEGACY-XLS-29142,ENSURE DIABETES CARE CHOCOLATE 400GM PWD,ABBOTT HEALTH CARE PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,925.00,925.00,689.83,25.42,2.00,21069091,5.00,ENSURE DIABETES CARE CHOCOLATE 400gm Pwd,,ENSURE(TAG),01/12/2022
140,LEGACY-XLS-29190,SUGARCHEK ADVANCE TEST STRIP 50S-WOCKHARDT,WOCKHARDT LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,825.00,825.00,491.00,40.48,0.00,90189023,5.00,SUGARCHECK ADVANCE TEST STRIP 50s-Wockhardt,,OTX,01/12/2022
141,LEGACY-XLS-29259,PEDIASURE 7+ VANILLA 200GM PWD,ABBOTT HEALTH CARE PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,335.00,335.00,290.33,13.33,3.00,19019090,5.00,PEDIASURE 7+ VANILLA 200gm Pwd,,PEDIASURE(TAG),01/12/2022
142,LEGACY-XLS-29277,BABY WEIGHING SCALE DIGITAL-BEURER BABYCARE,,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,6145.00,6145.00,3852.00,37.31,0.00,84231000,5.00,BABY WEIGHING SCALE DIGITAL - Beurer Babycare,,OTC,01/12/2022
143,LEGACY-XLS-29798,ONE TOUCH ULTRA STRIP 10S,LIFESCAN MEDICAL DEVICES INDIA PVT LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,460.00,460.00,373.38,18.83,0.00,38220019,5.00,ONE TOUCH ULTRA STRIP 10s,,ONETOUCH(TAG),01/12/2022
144,LEGACY-XLS-29828,HEALTH MIX 500GM GRANULES,LEAF N RELIEF,VITAMINS & SUPPLEMENTS-HW,1 pack,170.00,170.00,138.14,18.74,1.00,21069099,5.00,HEALTH MIX LEAF N RELIEF 500g Pwd,,OTC,01/12/2022
145,LEGACY-XLS-29916,DIGITAL BP MONITOR-DR MOREPEN,MOREPEN LABORATORIES LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,1470.00,1470.00,820.00,44.22,0.00,90189011,5.00,DIGITAL BP MONITOR- dr morepen,,MOREPEN(TAG),01/12/2022
146,LEGACY-XLS-29923,B PROTIN NUTRITIONAL MANGO FLAVOUR 500GM PWD,BRITISH BIOLOGICALS,VITAMINS & SUPPLEMENTS-HW,1 pack,575.00,575.00,437.31,23.95,7.00,19019010,5.00,B PROTIN NUTRITIONAL MANGO FLAVOUR 500gm Pwd,,BRITISH BIOLOGICALS(TAG),01/12/2022
147,LEGACY-XLS-30046,BLOOD GLUCOSE MONITOR SAFE AQ SMART-SINOCARE,CHANGSHA SINOCARE INC,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,680.00,680.00,294.18,56.74,0.00,90181990,5.00,SAFE AQ SMART BLOOD GLUCOSE MONITOR - Sinocare,,SINOCARE(TAG),01/12/2022
148,LEGACY-XLS-30047,BLOOD GLUCOSE STRIPS SAFE AQ SMART 50S-SINOCARE,CHANGSHA SINOCARE INC,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,790.00,790.00,412.63,47.77,0.00,90181990,5.00,SAFE AQ SMART BLOOD GLUCOSE STRIPS - S 50s,,SINOCARE(TAG),01/12/2022
149,LEGACY-XLS-30177,COMPLAN NUTRIGRO CHOCOLATE 200GM PWD,ZYDUS HEALTHCARE LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,325.00,325.00,242.37,25.42,7.00,30049099,5.00,COMPLAN NUTRIGRO CHOCOLATE 200gm Pwd,,COMPLAN(TAG),01/12/2022
150,LEGACY-XLS-30833,LAG 9 ORANGE 5GM GRANULES,BIOVENCER HEALTH PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,46.18,46.18,36.65,20.64,0.00,30049099,5.00,LAG 9 Orange Granules 5gm,L ARGININE,OTX,01/12/2022
151,LEGACY-XLS-31054,LION DATES 250GM SYP,,VITAMINS & SUPPLEMENTS-HW,1 pack,107.00,107.00,92.89,13.19,0.00,30049099,5.00,LION DATES 250gm Syp,,OTC,01/12/2022
152,LEGACY-XLS-31069,KABIPRO PROTEIN VANILLA 400GM PWD,FRESENIUS KABI INDIA PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,1199.00,1199.00,869.59,27.47,2.00,21061000,5.00,KABIPRO PROTEIN VANILLA 400g Pwd,,OTX,01/12/2022
153,LEGACY-XLS-31194,DIGITAL THERMOMETER-ROMSONS,ROMSONS GROUP PVT LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,136.00,136.00,80.50,40.81,0.00,90251910,5.00,DIGITAL THERMOMETER- Romsons,,OTX,01/12/2022
154,LEGACY-XLS-31302,STAAMIGEN MALT 500GM PWD,ALPHA AYURVEDIC PHARMACUTICALS,VITAMINS & SUPPLEMENTS-HW,1 pack,651.56,651.56,517.12,20.63,2.00,30049011,5.00,STAAMIGEN MALT 500gm,,OTX,01/12/2022
155,LEGACY-XLS-31657,STULOUT ELACHI 100GM PWD,SHETH BROTHERS,VITAMINS & SUPPLEMENTS-HW,1 pack,186.00,186.00,147.00,20.97,12.00,30049011,5.00,STULOUT Elachi 100g Pwd,,OTX,01/12/2022
156,LEGACY-XLS-31666,BOOST 500GM PKT,HUHTAMAKI PPL LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,235.00,235.00,207.23,11.82,2.00,19019090,5.00,BOOST 500gm Pkt,,BOOST(TAG),01/12/2022
157,LEGACY-XLS-31669,JUNIOR HORLICKS 400GM PKT,HINDUSTAN UNILEVER LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,240.00,240.00,211.64,11.82,7.00,19019090,5.00,JUNIOR HORLICKS 400gm Pkt,,HORLICKS(TAG),01/12/2022
158,LEGACY-XLS-31674,NUTRICOAT 200GM SUPPLEMENT,PROVIMI ANIMAL NUTRITIONAL INDIDA PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,360.00,360.00,234.00,35.00,2.00,34011990,5.00,NUTRICOAT 200g SUPPLEMENT,VITAMINS-OMEGA 6-OMEGA 3 FATTY ACID,OTX,01/12/2022
159,LEGACY-XLS-31675,NUTRICOAT ADVANCE 200GM SUPPLEMENT,PROVIMI ANIMAL NUTRITIONAL INDIDA PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,470.00,470.00,306.00,34.89,5.00,34011990,5.00,NUTRICOAT ADVANCE 200g SUPPLEMENT,VITAMINS-OMEGA 6-OMEGA 3 FATTY ACID,OTX,01/12/2022
160,LEGACY-XLS-31701,GLUCA BOOST 600ML SUPPLEMENT,NATURAL REMIDES PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,440.00,440.00,352.00,20.00,0.00,23099020,0.00,GLUCA BOOST 600ml SUPPLEMENT,PROPYLENE GLYCOL-NICOTINAMIDE-GLUCONEOGENIC PHYTOCHEMICAL,VET,01/12/2022
161,LEGACY-XLS-31710,LOOZ FIBRE GRANULES 180GM PWD,INTAS PHARMACEUTICAL PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,529.00,529.00,377.86,28.57,6.00,30039011,5.00,LOOZ FIBER 180g Granules,LACTITOL-ISPAGHULA,OTX,01/12/2022
162,LEGACY-XLS-31749,BLOOD PRESSURE MONITOR MERCURY-ELKO,ELKO SURGICAL AND ALLIED PRODUCTS LLP,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,3350.00,3350.00,2295.24,31.49,0.00,90189011,5.00,BLOOD PRESSURE MONITOR MERCURY -ELKO,,ELKO(TAG),01/12/2022
163,LEGACY-XLS-32171,DIGITAL THERMOMETER-BEURER,BEURER INDIA PVT LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,249.00,249.00,140.00,43.78,10.00,90251910,5.00,DIGITAL THERMOMETER- Beurer,,OTX,01/12/2022
164,LEGACY-XLS-32172,DIGITAL THERMOMETER-SMARTAID,SMART LABORATORIES PVT LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,150.00,150.00,90.00,40.00,0.00,90251910,5.00,DIGITAL THERMOMETER- Smartaid,,OTX,01/12/2022
165,LEGACY-XLS-32179,ENSURE DIABETES CARE CHOCOLATE 200GM PWD,ABBOTT HEALTH CARE PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,480.51,480.51,402.71,16.19,11.00,18069090,5.00,ENSURE DIABETES CARE CHOCOLATE 200gm Pwd,,ENSURE(TAG),01/12/2022
166,LEGACY-XLS-32234,CHYAWANPRAKASH 550GM PWD-DABUR,DABUR INDIA LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,230.00,230.00,193.50,15.87,1.00,30049011,5.00,DABUR CHYAWANPRAKASH 550gm*,,DABUR(TAG),01/12/2022
167,LEGACY-XLS-32540,ENSURE DIABETES CARE VANILLA 1KGM PWD,ABBOTT HEALTH CARE PVT LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,2120.00,2120.00,1665.71,21.43,3.00,21069091,5.00,ENSURE DIABETES CARE VANILLA DELIGHT 1kg Pwd,,ENSURE(TAG),01/12/2022
168,LEGACY-XLS-32568,RESOURCE DIABETIC PET JAR VANILLA FLAVOUR 400GM PWD-NESTLE,NESTLE INDIA LTD,VITAMINS & SUPPLEMENTS-HW,1 pack,937.00,937.00,793.33,15.33,1.00,210690,5.00,NESTLE RESOURCE DIABETIC PET JAR VANILLA FLAVOR 400gm Pwd*,,NESTLE(TAG),01/12/2022
169,LEGACY-XLS-32647,ACCU CHECK INSTANT WIRLESS BLOOD GLUCOMETER,ROCHE DIABETES CARE INDIA PVT LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,1199.00,1199.00,811.02,32.36,5.00,38220090,5.00,ACCU CHECK INSTANT WIRLESS BLOOD GLUCOMETER,,ACCU CHECK(TAG),01/12/2022
170,LEGACY-XLS-32781,MMS 1 INFANT FORMULA TIN 400GM PWD,BRITISH BIOLOGICALS,VITAMINS & SUPPLEMENTS-HW,1 pack,575.00,575.00,452.93,21.23,1.00,04021020,5.00,MMS 1 INFANT FORMULA TIN 400GM PWD,,BRITISH BIOLOGICALS(TAG),01/12/2022
171,LEGACY-XLS-32782,MMS 2 FOLLOW UP FORMULA TIN 400GM PWD,BRITISH BIOLOGICALS,VITAMINS & SUPPLEMENTS-HW,1 pack,595.00,595.00,468.68,21.23,0.00,04021020,5.00,MMS 2 FOLLOW UP FORMULA 400GM PWD,,BRITISH BIOLOGICALS(TAG),01/12/2022
172,LEGACY-XLS-32783,MMS 3 FOLLOW UP FORMULA TIN 400GM PWD,BRITISH BIOLOGICALS,VITAMINS & SUPPLEMENTS-HW,1 pack,595.00,595.00,468.68,21.23,0.00,04021020,5.00,MMS 3 FOLLOW UP FORMULA 400GM PWD,,BRITISH BIOLOGICALS(TAG),01/12/2022
173,LEGACY-XLS-32793,BONNISAN 200ML LIQ,HIMALAYA DRUG COMPANY,VITAMINS & SUPPLEMENTS-HW,1 pack,112.50,112.50,82.50,26.67,11.00,30049011,5.00,BONNISAN 200ML LIQ,,HIMALAYA(TAG),01/12/2022
174,LEGACY-XLS-32855,DIGITAL THERMOMETER-INFI,INFINITY MEDIQUIP INDIA PVT LTD,DIAGNOSTIC DEVICES & MONITORING EQUIPMENT-MDE,1 pack,189.00,189.00,84.26,55.42,0.00,90251910,5.00,DIGITAL THERMOMETER-INFI,,OTX,01/12/2022
